time_s,displacement_mm,v_s_mm_s,max_backtrack_mm,stable_dt_s
  2.1312379220E-02,  2.4256459748E-01,  3.4807508622E-01,  0.0000000000E+00,  1.7790928636E-07
  2.1322390260E-02,  2.4256839433E-01,  3.5473623932E-01,  0.0000000000E+00,  1.8145886162E-07
  2.1332551500E-02,  2.4257158169E-01,  3.9475192134E-01,  0.0000000000E+00,  1.8143641987E-07
  2.1342679802E-02,  2.4257671465E-01,  5.5381159972E-01,  0.0000000000E+00,  1.8096898832E-07
  2.1352685853E-02,  2.4258269470E-01,  5.7495634362E-01,  0.0000000000E+00,  1.7776910249E-07
  2.1362743553E-02,  2.4258853775E-01,  6.3162634860E-01,  0.0000000000E+00,  1.7482745698E-07
  2.1372809557E-02,  2.4259528048E-01,  7.1474230389E-01,  0.0000000000E+00,  1.7231715938E-07
  2.1382916619E-02,  2.4260237266E-01,  6.8252304615E-01,  0.0000000000E+00,  1.7894305265E-07
  2.1392997308E-02,  2.4260965170E-01,  7.7693229968E-01,  0.0000000000E+00,  1.7236313364E-07
  2.1403042012E-02,  2.4261773157E-01,  7.8760514688E-01,  0.0000000000E+00,  1.8298367095E-07
  2.1413141693E-02,  2.4262551862E-01,  6.3785005976E-01,  0.0000000000E+00,  1.8374321816E-07
  2.1423197256E-02,  2.4263002703E-01,  4.1279853335E-01,  0.0000000000E+00,  1.8221787153E-07
  2.1433211602E-02,  2.4263345968E-01,  2.6925610459E-01,  0.0000000000E+00,  1.7497925427E-07
  2.1443287089E-02,  2.4263587346E-01,  2.3504063993E-01,  0.0000000000E+00,  1.8115386313E-07
  2.1453411385E-02,  2.4263841275E-01,  2.4598776227E-01,  0.0000000000E+00,  1.8211021257E-07
  2.1463550145E-02,  2.4263900576E-01, -5.9377783629E-02,  1.6012805296E-07,  1.8126421972E-07
  2.1473635206E-02,  2.4263832659E-01, -1.5044270787E-01,  8.3929063996E-07,  1.7967740758E-07
  2.1483689504E-02,  2.4263718079E-01, -6.3519968363E-02,  1.9850943025E-06,  1.7881033385E-07
  2.1493856046E-02,  2.4263752776E-01,  3.6503952522E-02,  1.6381247835E-06,  1.7771256439E-07
  2.1503886102E-02,  2.4263743274E-01,  3.3160327866E-03,  1.7331404571E-06,  1.8034759916E-07
  2.1514015148E-02,  2.4263663188E-01, -1.7722372493E-01,  2.5340003223E-06,  1.8067492837E-07
  2.1524174972E-02,  2.4263331591E-01, -4.6133647615E-01,  5.8499718223E-06,  1.8250146280E-07
  2.1534354665E-02,  2.4262745799E-01, -7.2155882920E-01,  1.1707893901E-05,  1.8196931000E-07
  2.1544509230E-02,  2.4261905579E-01, -9.7697143936E-01,  2.0110095253E-05,  1.8145128640E-07
  2.1554663902E-02,  2.4260803447E-01, -1.1346814051E+00,  3.1131417527E-05,  1.8083375961E-07
  2.1564729272E-02,  2.4259535819E-01, -1.4055798806E+00,  4.3807689944E-05,  1.8304738964E-07
  2.1574771086E-02,  2.4258091896E-01, -1.5004673762E+00,  5.8246923849E-05,  1.8303786133E-07
  2.1584833938E-02,  2.4256347670E-01, -1.9196027554E+00,  7.5689188253E-05,  1.8288011976E-07
  2.1594914722E-02,  2.4254273153E-01, -2.1218045011E+00,  9.6434355552E-05,  1.8384748292E-07
  2.1604970001E-02,  2.4251935617E-01, -2.4750554409E+00,  1.1980971258E-04,  1.8174657510E-07
  2.1615091704E-02,  2.4249239135E-01, -2.7521783235E+00,  1.4677453017E-04,  1.8321455739E-07
  2.1625239429E-02,  2.4246369650E-01, -2.9336525638E+00,  1.7546938328E-04,  1.8451240057E-07
  2.1635319825E-02,  2.4243118455E-01, -3.4199720186E+00,  2.0798133424E-04,  1.8192657129E-07
  2.1645322053E-02,  2.4239731719E-01, -3.3599328694E+00,  2.4184869884E-04,  1.8197346445E-07
  2.1655375795E-02,  2.4236222130E-01, -3.5740406167E+00,  2.7694458057E-04,  1.8284791133E-07
  2.1665411366E-02,  2.4232475833E-01, -3.9357594408E+00,  3.1440755657E-04,  1.8153753199E-07
  2.1675544338E-02,  2.4228506233E-01, -3.9095093536E+00,  3.5410355608E-04,  1.8030492739E-07
  2.1685569992E-02,  2.4224495838E-01, -4.0595896552E+00,  3.9420750917E-04,  1.7743182180E-07
  2.1695669452E-02,  2.4220444264E-01, -3.9685968365E+00,  4.3472324541E-04,  1.7632620095E-07
  2.1705676479E-02,  2.4216435705E-01, -4.0862759545E+00,  4.7480883890E-04,  1.7514324043E-07
  2.1715779352E-02,  2.4212235511E-01, -4.1652201986E+00,  5.1681077123E-04,  1.7847429033E-07
  2.1725947198E-02,  2.4207961014E-01, -4.2513869518E+00,  5.5955574919E-04,  1.7795725409E-07
  2.1736118332E-02,  2.4203714488E-01, -4.1832963387E+00,  6.0202100030E-04,  1.7884094601E-07
  2.1746158037E-02,  2.4199356519E-01, -4.4802724707E+00,  6.4560069484E-04,  1.7958152324E-07
  2.1756258236E-02,  2.4194789729E-01, -4.4948316000E+00,  6.9126859753E-04,  1.8075350846E-07
  2.1766408456E-02,  2.4190162432E-01, -4.4002867992E+00,  7.3754156393E-04,  1.8281152571E-07
  2.1776459272E-02,  2.4185714686E-01, -4.4818735640E+00,  7.8201902333E-04,  1.8186687871E-07
  2.1786566001E-02,  2.4181056135E-01, -4.6542388382E+00,  8.2860453398E-04,  1.8101363544E-07
  2.1796593446E-02,  2.4176279506E-01, -4.6992677880E+00,  8.7637082214E-04,  1.8297540107E-07
  2.1806594519E-02,  2.4171648879E-01, -4.5977866139E+00,  9.2267709570E-04,  1.8246326586E-07
  2.1816626242E-02,  2.4166918739E-01, -4.6714602007E+00,  9.6997849123E-04,  1.8274635186E-07
  2.1826665254E-02,  2.4161930410E-01, -5.1502476644E+00,  1.0198617856E-03,  1.8260630589E-07
  2.1836832994E-02,  2.4156675755E-01, -5.0572474208E+00,  1.0724083390E-03,  1.8134071409E-07
  2.1846907420E-02,  2.4151616314E-01, -4.9253810793E+00,  1.1230027409E-03,  1.7886462577E-07
  2.1857014313E-02,  2.4146660912E-01, -4.8272427356E+00,  1.1725567690E-03,  1.8176373705E-07
  2.1867029916E-02,  2.4141836654E-01, -4.9144429849E+00,  1.2207993401E-03,  1.8107685149E-07
  2.1877047334E-02,  2.4136900083E-01, -4.8442987104E+00,  1.2701650548E-03,  1.8240387320E-07
