time_s,alpha_command_deg,psi_unwrapped_deg,psi_wrapped_deg,B_T,Bc_T,qB1_T,qB2_T,Bx_aba_T,By_aba_T,Bz_aba_T
0.009300000000000001,7.9123183475771,-75.50284757596326,-75.50284757596326,0.01,0.009904798903566636,0.00034460061303504376,-0.0013327449483682263,0.009841504716306427,0.000687100317114166,0.0016348327355237195
0.0094,7.9873291766660355,-75.41284757596327,-75.41284757596327,0.01,0.00990298822321498,0.00034995918570416445,-0.0013447500954477415,0.009840967197271521,0.0007001582338958958,0.0016325265908197929
0.0095,8.062024679675575,-75.32284757596327,-75.32284757596327,0.010000000000000002,0.009901168287966632,0.0003553419059460657,-0.0013566866488775506,0.009840405938493915,0.0007131728747113111,0.0016302746444785726
0.009600000000000001,8.13640190775516,-75.23284757596326,-75.23284757596326,0.010000000000000002,0.009899339386892237,0.00036074835727563067,-0.001368554100445811,0.009839821196687554,0.0007261435693435882,0.0016280768820664826
0.0097,8.210457924619178,-75.14284757596326,-75.14284757596326,0.01,0.009897501810433603,0.0003661781209482462,-0.001380351946498572,0.009839213230973884,0.0007390696500445125,0.0016259332851662677
0.0098,8.284189806662884,-75.05284757596326,-75.05284757596326,0.010000000000000002,0.009895655850356809,0.0003716307759920527,-0.0013920796879613707,0.009838582302835117,0.0007519504515731031,0.0016238438313824076
0.0099,8.357594643077833,-74.96284757596327,-74.96284757596327,0.010000000000000002,0.009893801799705119,0.0003771058992402608,-0.0014037368303603112,0.009837928676067208,0.0007647853112338514,0.0016218084943468167
0.01,8.430669535966764,-74.87284757596326,-74.87284757596326,0.010000000000000002,0.009891939952751729,0.0003826030653635254,-0.0014153228838426194,0.009837252616732595,0.000777573568914572,0.0016198272437248367
0.010100000000000001,8.503411600458035,-74.78284757596326,-74.78284757596326,0.01,0.009890070604952375,0.00038812184690236893,-0.0014268373631966902,0.009836554393112667,0.0007903145671238599,0.0016179000452215034
0.0102,8.57581796481949,-74.69284757596326,-74.69284757596326,0.01,0.009888194052897745,0.00039366181429965614,-0.0014382797878716056,0.009835834275659996,0.000803007651028152,0.0016160268605881017
0.0103,8.64788577057185,-74.60284757596327,-74.60284757596327,0.010000000000000002,0.009886310594265773,0.00039922253593311047,-0.0014496496819961467,0.00983509253695034,0.0008156521684883954,0.0016142076476289911
0.010400000000000001,8.719612172601542,-74.51284757596326,-74.51284757596326,0.01,0.00988442052777377,0.00040480357814787725,-0.0014609465743972855,0.00983432945163439,0.0008282474700963161,0.0016124423602087163
0.0105,8.790994339273022,-74.42284757596326,-74.42284757596326,0.009999999999999998,0.009882524153130462,0.0004104045052891064,-0.0014721699986181675,0.00983354529638935,0.0008407929092102876,0.0016107309482593791
0.0106,8.862029452540582,-74.33284757596326,-74.33284757596326,0.009999999999999998,0.009880621770987853,0.00041602487973459005,-0.0014833194929355833,0.009832740349870252,0.0008532878419908035,0.0016090733577882926
0.010700000000000001,8.932714708059583,-74.24284757596327,-74.24284757596327,0.01,0.009878713682893007,0.0004216642619274053,-0.0014943946003769307,0.009831914892661109,0.0008657316274355441,0.001607469530885891
0.0108,9.003047315297163,-74.15284757596326,-74.15284757596326,0.009999999999999998,0.009876800191239713,0.0004273222104085974,-0.0015053948687366635,0.009831069207225856,0.0008781236274140382,0.0016059194057339173
