time_s,rocking_deg,delta_s_mm,HEAD_gap_mm,TAIL_gap_mm,HEAD_contact,TAIL_contact,HEAD_normal_force_N,TAIL_normal_force_N,HEAD_tangential_force_N,TAIL_tangential_force_N,HEAD_axial_force_N,TAIL_axial_force_N
0.009320124983787537,5.970813757494937,-0.0388841547113067,0.20075208400967648,0.002444300984849379,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009330125525593758,6.023204512923065,-0.03895291251375134,0.19937104721474785,0.00342952718907108,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009340125136077404,6.076390193016129,-0.03902164790582137,0.19798641846494613,0.004400930784920765,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.00935012474656105,6.130375942044912,-0.03909037760577166,0.1965983626820324,0.005358310785252618,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009360125288367271,6.185167014712369,-0.03915908535603183,0.1952070176662496,0.006301471705032591,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009370124898850918,6.24076808211685,-0.03922778014031974,0.19381255730674612,0.007230215905210335,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009380124509334564,6.297184732185619,-0.039296452974917524,0.1924151054358592,0.008144348428642312,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009390125051140785,6.354420343536953,-0.039365117025476785,0.19101483551776122,0.009043679896375223,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009400124661624432,6.412480004321919,-0.039433761757580225,0.18961190300208114,0.009928040624248569,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.009410124272108078,6.471366768650378,-0.039502389346517716,0.1882064571267268,0.010797247081195227,0,0,0.0,0.0,0.0,0.0,0.0,0.0
