episode,start_s,end_s,duration_ms,region,minimum_gap_mm,HEAD_min_gap_mm,TAIL_min_gap_mm,BODY_min_gap_mm,peak_contact_force_N,reopen_after_episode
34,0.05853920057415962,0.058540500700473785,0.0014007091522216797,TAIL,5.9059976855291296e-05,0.07754872618687103,5.9059976855291296e-05,0.06162778133299218,0.12805550516876613,True
35,0.05924789980053902,0.05924909934401512,0.001300126314163208,TAIL,8.095088460524646e-05,0.08976054054152205,8.095088460524646e-05,0.06121827378611644,0.09407029950105798,True
36,0.0593177005648613,0.0593189001083374,0.001300126314163208,TAIL,1.7877907776409074e-05,0.0905926530126917,1.7877907776409074e-05,0.06158812354065413,0.06674654751660127,True
37,0.05956580117344856,0.059567101299762726,0.0014007091522216797,TAIL,3.2405981317040755e-05,0.09296494260010568,3.2405981317040755e-05,0.06432592846259488,0.03898047808588972,True
38,0.059689201414585114,0.05969050154089928,0.0014007091522216797,TAIL,2.9516209383517733e-05,0.09363257490198995,2.9516209383517733e-05,0.06432584752317694,0.020818084911664602,True
39,0.05975370109081268,0.05975490063428879,0.001300126314163208,TAIL,4.501405020618243e-06,0.09386847619546435,4.501405020618243e-06,0.06434833603456924,0.011983855000391343,True
40,0.059791501611471176,0.05979280173778534,0.0014007091522216797,TAIL,2.5406894553769988e-06,0.09392754373623002,2.5406894553769988e-06,0.06438068079238057,0.006578194984049763,False
41,0.05981209874153137,0.059813398867845535,0.0014007091522216797,TAIL,7.505988328659896e-07,0.09394101512885145,7.505988328659896e-07,0.0643994208123988,0.003581179085832001,False
42,0.059823598712682724,0.059824999421834946,0.0015012919902801514,TAIL,7.505988328659896e-07,0.09394101512885145,7.505988328659896e-07,0.0643994208123988,0.0019754050816252213,False
43,0.05982980132102966,0.059831298887729645,0.0015981495380401611,TAIL,-4.627956906588793e-09,0.09394422829341542,-4.627956906588793e-09,0.06442114162042212,0.0010070550933879536,False
44,0.05983329936861992,0.061264701187610626,1.4315024018287659,TAIL,-2.92396891143909e-08,0.059094004765081753,-2.92396891143909e-08,0.04366808596471894,0.026863542330810803,True
45,0.06157480180263519,0.0615760013461113,0.001300126314163208,TAIL,1.4469919876303194e-05,0.0407322240013549,1.4469919876303194e-05,0.027561655860233514,0.022423236354594245,True
46,0.061871498823165894,0.06187279894948006,0.0014007091522216797,TAIL+BODY,3.476604590435528e-06,0.02259776402880531,3.476604590435528e-06,0.01203020205424088,0.008568157842304034,True
47,0.06209360063076019,0.062095001339912415,0.0015012919902801514,HEAD+TAIL+BODY,0.00013118568763703653,0.010052498938690535,0.00013118568763703653,0.000300795518375474,0.359321344937763,True
48,0.06338509917259216,0.06338640302419662,0.0014044344425201416,TAIL,0.0008721506400336532,0.03924771540465588,0.0008721506400336532,0.02771051782752998,0.15351810750724543,True
49,0.06433829665184021,0.06433950364589691,0.0013075768947601318,HEAD+TAIL+BODY,0.000748261700439401,0.012770309710433247,0.000748261700439401,0.002190308862049517,0.07546707408409234,True
50,0.06438890099525452,0.06439030170440674,0.0015012919902801514,HEAD+TAIL+BODY,0.00014747411529136834,0.010642888576942622,0.0012079717073273377,0.00014747411529136834,0.28063041982056464,True
51,0.06564190238714218,0.06564319878816605,0.0013969838619232178,TAIL+BODY,0.0006388864207578226,0.028554680338919836,0.0006388864207578226,0.016303121203724014,0.13684574962924229,True
52,0.06666550040245056,0.06666669994592667,0.001300126314163208,TAIL,5.020981987291506e-06,0.03761953584469091,5.020981987291506e-06,0.02496213302927386,0.07326361435176702,True
