rho,time_s,B_norm_T,cone_angle_deg,transverse_phase_deg
0.4,0.0212,0.009127781771177155,18.41747447721521,141.81845588186906
0.4,0.021233333333333333,0.009133647922434629,18.527664564753586,142.24857536722797
0.4,0.021266666666666666,0.00913956280276564,18.63799143093428,142.67323526312384
0.4,0.0213,0.009145525384506307,18.74843095784737,143.0925259812662
0.4,0.021333333333333333,0.009151534633782916,18.85895954472571,143.50653712518513
0.4,0.021366666666666666,0.009157589510733866,18.969554100247315,143.91535743861925
0.4,0.0214,0.00916368896973125,19.08019203471256,144.3190747591322
0.4,0.021433333333333332,0.009169831959602057,19.19085125211977,144.71777597664317
0.4,0.021466666666666665,0.009176017423848925,19.301510142163703,145.1115469965674
0.4,0.0215,0.009182244300870326,19.41214757217568,145.5004727072772
0.4,0.021533333333333335,0.0091885115241802,19.52274287902648,145.88463695160652
0.4,0.021566666666666668,0.009194818022626906,19.63327586100799,146.26412250213113
0.4,0.0216,0.009201162720611483,19.74372676971042,146.63901103997608
0.4,0.021633333333333334,0.009207544538305086,19.854076301908616,147.0093831369054
0.4,0.021666666666666667,0.009213962391865655,19.96430559147178,147.3753182404689
0.4,0.0217,0.009220415193653636,20.074396201307273,147.73689466198763
0.4,0.021733333333333334,0.009226901852446784,20.18433011534982,148.09418956717272
0.4,0.021766666666666667,0.009233421273653961,20.29408973060509,148.44727896918343
0.4,0.0218,0.00923997235952789,20.4036578492576,148.796237723941
0.4,0.021833333333333333,0.009246554009376799,20.51301767084821,149.14113952752365
0.4,0.021866666666666666,0.009253165119774915,20.622152784530343,149.48205691548014
0.4,0.0219,0.009259804584771792,20.73104716140962,149.8190612639081
0.4,0.021933333333333332,0.009266471296100353,20.839685146971796,150.15222279215098
0.4,0.021966666666666666,0.009273164143383677,20.948051453604872,150.4816105669788
0.4,0.022,0.009279882014340464,21.056131153217954,150.80729250812374
0.4,0.022033333333333332,0.009286623794989115,21.163909669960788,151.12933539505164
0.4,0.022066666666666665,0.009293388369850431,21.271372773047098,151.4478048748566
0.4,0.0221,0.009300174622148836,21.378506569683132,151.76276547117314
0.4,0.022133333333333335,0.009306981434012157,21.48529749810409,152.0742805940089
0.4,0.022166666666666668,0.00931380768666988,21.59173232072006,152.3824125504052
0.4,0.0222,0.009320652260649855,21.69779811737137,152.68722255583953
0.4,0.022233333333333334,0.00932751403597343,21.803482278695842,152.98877074629124
0.4,0.022266666666666667,0.009334391892348992,21.908772499607135,153.2871161908953
0.4,0.0223,0.009341284709363852,22.013656772884843,153.58231690511528
0.4,0.022333333333333334,0.009348191366674483,22.118123382876597,153.8744298643712
0.4,0.022366666666666667,0.009355110744195087,22.22216089931161,154.16351101806313
0.4,0.0224,0.00936204172228442,22.325758171225004,154.44961530393405
0.4,0.022433333333333333,0.009368983181930933,22.428904320993365,154.73279666272302
0.4,0.022466666666666666,0.009375934004936097,22.531588738479066,155.0131080530582
0.4,0.0225,0.009382893074096033,22.633801075284474,155.29060146654965
0.4,0.022533333333333332,0.00938985927338128,22.735531239112895,155.5653279430378
0.4,0.022566666666666665,0.009396831488114803,22.836769388237144,155.8373375859639
0.4,0.0226,0.009403808605148173,22.93750592607303,156.1066795778253
0.4,0.02263333333333333,0.009410789513035861,23.037731495857113,156.37340219568654
0.4,0.02266666666666667,0.009417773102207781,23.13743697542762,156.63755282671582
0.4,0.0227,0.009424758265139851,23.236613472106036,156.899177983721
0.4,0.022733333333333335,0.009431743896522763,23.335252317679338,157.15832332066148
0.4,0.022766666666666668,0.009438728893428859,23.433345063480207,157.41503364811345
0.4,0.0228,0.00944571215547708,23.530883475564202,157.6693529486685
0.4,0.022833333333333334,0.009452692584996031,23.627859529982064,157.9213243922477
0.4,0.022866666666666667,0.00945966908718518,23.724265408146074,158.17099035131466
0.4,0.0229,0.009466640570274068,23.82009349228799,158.41839241597273
0.4,0.022933333333333333,0.00947360594567967,23.915336361007792,158.6635714089328
0.4,0.022966666666666666,0.009480564128161811,24.00998678491122,158.90656740034018
0.4,0.023,0.00948751403597665,24.104037722334393,159.14741972244923
0.4,0.023033333333333333,0.009494454591028257,24.19748231515431,159.38616698413733
0.4,0.023066666666666666,0.009501384719018258,24.29031388468307,159.62284708524808
0.4,0.0231,0.009508303349593563,24.382525927644764,159.85749723075858
0.4,0.023133333333333332,0.009515209416492166,24.47411211223315,160.09015394476225
0.4,0.023166666666666665,0.00952210185768701,24.56506627424853,160.3208530842631
0.4,0.0232,0.009528979615527965,24.655382413312438,160.54962985277623
0.4,0.023233333333333335,0.00953584163688187,24.74505468915867,160.7765188137303
0.4,0.023266666666666668,0.009542686873270652,24.834077417998664,161.00155390366908
