episode,start_s,end_s,duration_ms,region,minimum_gap_mm,HEAD_min_gap_mm,TAIL_min_gap_mm,BODY_min_gap_mm,peak_contact_force_N,reopen_after_episode
11,0.03519919887185097,0.03520039841532707,0.001300126314163208,TAIL,3.046309427812144e-05,0.1272106281067441,3.046309427812144e-05,0.059965889637762726,0.1256931268927279,True
12,0.03541389852762222,0.035415101796388626,0.00130385160446167,TAIL,4.410989490610806e-05,0.12894132242678968,4.410989490610806e-05,0.06014700567964382,0.07350638617364734,True
13,0.03553809970617294,0.035539399832487106,0.0014007091522216797,TAIL,6.7979906754889186e-06,0.12855719711291946,6.7979906754889186e-06,0.060408192792558824,0.040206057113206975,True
14,0.035603899508714676,0.03560519963502884,0.0014007091522216797,TAIL,9.420291688710947e-06,0.1280035630151497,9.420291688710947e-06,0.0606083456043518,0.021130857237112256,True
15,0.035638999193906784,0.03564029932022095,0.0014007091522216797,TAIL,5.181527010789111e-07,0.12749131317583662,5.181527010789111e-07,0.060752623524623295,0.01109864826844325,False
16,0.03565799817442894,0.0356592983007431,0.0014007091522216797,TAIL,5.935278812874145e-07,0.12719430899514017,5.935278812874145e-07,0.06083416623592697,0.005785619483757327,False
17,0.03566860035061836,0.035670001059770584,0.0015012919902801514,TAIL,5.935278812874145e-07,0.12719430899514017,5.935278812874145e-07,0.06083416623592697,0.0031421161762163947,False
18,0.03567440062761307,0.03567589819431305,0.0015981495380401611,TAIL,-1.9880162183127936e-08,0.1268686784698848,-1.9880162183127936e-08,0.06091900093300051,0.0016810057712003002,False
19,0.035677600651979446,0.03709449991583824,1.4169998466968536,TAIL,-2.5110780343950978e-08,0.03761953258052286,-2.5110780343950978e-08,0.024031814679070673,0.0007871911275227614,True
20,0.03739919885993004,0.03740229830145836,0.003200024366378784,HEAD+TAIL+BODY,8.389866377678246e-05,0.010012987280239694,8.389866377678246e-05,0.0006085510072816325,0.33051123936625154,True
21,0.03987269848585129,0.03987409919500351,0.0015012919902801514,HEAD+TAIL+BODY,0.00012158228942860116,0.010713358497596692,0.008761950111512817,0.00012158228942860116,0.24933678112192587,True
22,0.04268850013613701,0.04268969967961311,0.001300126314163208,TAIL,2.798652413460445e-05,0.133438568133475,2.798652413460445e-05,0.05960973063404873,0.06023383884231165,True
23,0.043081801384687424,0.04308300092816353,0.001300126314163208,TAIL,1.8276247238935284e-06,0.14592275030501933,1.8276247238935284e-06,0.058473378750589444,0.04539674502993513,True
24,0.0526638999581337,0.05266530066728592,0.0015012919902801514,HEAD+BODY,0.0004388055468386165,0.01819770632875728,0.1405081924092879,0.0004388055468386165,0.314433227922199,True
25,0.05376049876213074,0.0537617988884449,0.0014007091522216797,HEAD+BODY,0.00016057089540977287,0.0186495869150215,0.13913001893151,0.00016057089540977287,0.2234947807392044,True
26,0.054386500269174576,0.05438780039548874,0.0014007091522216797,HEAD+BODY,-5.1881639300255245e-06,0.01743697715080117,0.15581869161697892,-5.1881639300255245e-06,0.12818030048944173,True
27,0.054861001670360565,0.05486230179667473,0.0014007091522216797,HEAD+BODY,1.0919826510247255e-05,0.016316734709734493,0.17418792578157694,1.0919826510247255e-05,0.0628782905986584,True
28,0.055412501096725464,0.055413901805877686,0.0015012919902801514,HEAD+BODY,1.0752443119876887e-05,0.014768805313794542,0.17059441267871095,1.0752443119876887e-05,0.01638052420712792,True
29,0.055458199232816696,0.05545959994196892,0.0015012919902801514,HEAD+BODY,1.1081835776249882e-05,0.014765253972624293,0.16809424431185482,1.1081835776249882e-05,0.07683244639994107,True
30,0.057817600667476654,0.05781890079379082,0.0014007091522216797,TAIL,-0.0003859363519473913,0.10557413085384793,-0.0003859363519473913,0.06152082810053128,0.380488333817161,True
31,0.05896880105137825,0.05897010117769241,0.0014007091522216797,TAIL,0.0003463040668640893,0.15662358132215248,0.0003463040668640893,0.05526114292787743,0.3923297035038967,True
32,0.05953209847211838,0.05953330174088478,0.00130385160446167,TAIL,0.00015126328256276356,0.14358628152303987,0.00015126328256276356,0.05633386506043547,0.2249854133890399,True
33,0.05986789986491203,0.059869199991226196,0.0014007091522216797,TAIL,0.0001709197449430988,0.1296859543040123,0.0001709197449430988,0.05833087180548591,0.1196859148032063,True
34,0.06005460023880005,0.060055799782276154,0.001300126314163208,TAIL,1.319090789320132e-05,0.11919960324490808,1.319090789320132e-05,0.05997592610892566,0.062027190284569586,True
35,0.06016939878463745,0.060170598328113556,0.001300126314163208,TAIL,2.0427989205762387e-05,0.11242438032704838,2.0427989205762387e-05,0.061223795548311144,0.03578922360997023,True
36,0.060239698737859726,0.06024099886417389,0.0014007091522216797,TAIL,7.2976792581114225e-06,0.10890692275445757,7.2976792581114225e-06,0.061881092899088275,0.01933764284570618,True
37,0.06027819961309433,0.06027949973940849,0.0014007091522216797,TAIL,1.6417478514441086e-06,0.10652026732649844,1.6417478514441086e-06,0.062338196633232035,0.010354486012105523,False
38,0.06029919907450676,0.06030049920082092,0.0014007091522216797,TAIL,1.666189916260663e-06,0.1053155538656978,1.666189916260663e-06,0.06257380469921969,0.005177389534917582,False
39,0.06031100079417229,0.06031240150332451,0.0015012919902801514,TAIL,7.157911319222166e-08,0.10410251848660268,7.157911319222166e-08,0.06281122062699773,0.002781158219206923,False
40,0.060317400842905045,0.060318898409605026,0.0015981495380401611,TAIL,7.157911319222166e-08,0.10410251848660268,7.157911319222166e-08,0.06281122062699773,0.0014523135446213127,False
41,0.0603208988904953,0.06111019849777222,0.789400190114975,TAIL,-3.1705976066831454e-08,0.03911254497913874,-3.1705976066831454e-08,0.027558639959840425,0.00068272692752033,True
42,0.06139349937438965,0.06139490008354187,0.0015012919902801514,HEAD+TAIL+BODY,0.0001810851155682469,0.009686194898361089,0.00043531596884816004,0.0001810851155682469,0.6219386427813599,True
43,0.06347960233688354,0.06348089873790741,0.0013969838619232178,TAIL,1.805166798263258e-06,0.03664087889331846,1.805166798263258e-06,0.026960023693948232,0.4311400504822262,True
44,0.06476569920778275,0.06476709991693497,0.0015012919902801514,HEAD+BODY,0.00013467334753092253,0.01079080621234274,0.04401121567479782,0.00013467334753092253,0.20444670035575477,True
45,0.06650190055370331,0.06650330126285553,0.0015012919902801514,HEAD+BODY,2.6414419514897425e-05,0.011677342558603754,0.07403184039848043,2.6414419514897425e-05,0.12149349161745744,True
