time_s,normalized_phase,alpha_B_deg,B_T,B_c_T,B_n_rock_T,B_b_rock_T,T_rock_Nmm,Bx_T,By_T,Bz_T
0.0024000000000000002,0.012,0.753268055279327,0.01,0.009999135793388585,0.00013146628988170648,0.0,0.00014298572802506028,0.009772172075770521,-0.00048751468284305574,0.0020656675326739564
0.0026000000000000003,0.013000000000000001,0.8159061156815764,0.010000000000000004,0.009998986093803322,0.00014239766826688158,-8.673617379884035e-19,0.00015487494386987453,0.00977287539911784,-0.0004766334304731752,0.002064879416884376
0.0028,0.013999999999999999,0.8785119655074343,0.009999999999999998,0.009998824529882454,0.00015332325531673482,-4.336808689942018e-19,0.00016675786092662737,0.009773566689510236,-0.0004657572043826026,0.0020640892403822092
0.003,0.015,0.9410831331851408,0.01,0.009998651127330293,0.00016424260694672684,4.336808689942018e-19,0.0001786339961988698,0.009774245937532728,-0.0004548864478328384,0.0020632970392561014
0.0032,0.016,1.0036171485121501,0.009999999999999997,0.00999846591373417,0.00017515527938353473,-4.336808689942018e-19,0.00019050286702863818,0.00977491313563286,-0.00044402160389228764,0.002062502849963859
0.0034000000000000002,0.017,1.0661115427526002,0.009999999999999998,0.009998268918559962,0.00018606082918708853,-4.336808689942018e-19,0.0002023639911204231,0.009775568278118076,-0.0004331631154140673,0.0020617067093300053
0.0036000000000000003,0.018000000000000002,1.1285638487348137,0.01,0.009998060173147305,0.0001969588132725841,-4.336808689942018e-19,0.00021421688656511192,0.009776211361152722,-0.00042231142501381595,0.0020609086545432488
0.0038,0.019,1.1909716009486944,0.010000000000000002,0.009997839710704478,0.00020784878893244832,-4.336808689942018e-19,0.0002260610718638742,0.009776842382754794,-0.0004114669750475336,0.00206010872315391
0.004,0.02,1.253332335643042,0.010000000000000002,0.009997607566303026,0.00021873031385825868,0.0,0.0002378960659520067,0.009777461342792367,-0.0004006302075894465,0.0020593069530712863
0.004200000000000001,0.021,1.3156435909228263,0.01,0.009997363776872057,0.0002296029461626224,-8.673617379884035e-19,0.0002497213882227273,0.009778068242979733,-0.0003898015644098956,0.002058503382560947
0.0044,0.022,1.377902906846383,0.010000000000000002,0.00999710838119222,0.0002404662444010056,-8.673617379884035e-19,0.00026153655855091574,0.009778663086873229,-0.00037898148695325324,0.002057698050241984
0.0046,0.023,1.4401078255225195,0.010000000000000002,0.009996841419889423,0.0002513197675935116,-4.336808689942018e-19,0.0002733410973168056,0.00977924587986678,-0.0003681704163158742,0.002056890995084188
0.0048000000000000004,0.024,1.5022558912075714,0.01,0.009996562935428218,0.00026216307524661064,-8.673617379884035e-19,0.00028513452542960926,0.009779816629187144,-0.0003573687932240763,0.0020560822564051756
0.005,0.024999999999999998,1.5643446504023095,0.01,0.009996272972104911,0.00027299572737480367,-1.3010426069826053e-18,0.0002969163643510891,0.009780375343888852,-0.0003465770580121665,0.0020552718738674615
0.005200000000000001,0.026000000000000002,1.6263716519488407,0.01,0.00999597157604034,0.0002838172845222422,-4.336808689942018e-19,0.0003086861361190642,0.009780922034848866,-0.000335795650600494,0.002054459887475464
0.0054,0.027,1.6883344471273367,0.01,0.009995658795172422,0.0002946273077842758,0.0,0.00032044336337085224,0.00978145671476094,-0.00032502501047355697,0.002053646337572457
