normalized_phase,theta_rock_deg,theta_cross_deg,q_rock,q_cross
0.79,-9.68583161128631,0.0,-0.16824562470129192,0.0
0.7925,-9.645574184577981,0.0,-0.16755297442531125,0.0
0.795,-9.60293685676943,0.0,-0.16681928650466993,0.0
0.7975,-9.557930147983301,0.0,-0.1660447269061701,0.0
0.8,-9.510565162951536,0.0,-0.16522947104088848,0.0
0.8025,-9.460853588275453,0.0,-0.16437370375560104,0.0
0.805,-9.408807689542254,0.0,-0.16347761932322258,0.0
0.8075,-9.354440308298674,0.0,-0.16254142143218528,0.0
0.81,-9.297764858882513,0.0,-0.16156532317467587,0.0
0.8125,-9.238795325112866,0.0,-0.16054954703365124,0.0
0.8150000000000001,-9.177546256839811,0.0,-0.15949432486854728,0.0
0.8175,-9.114032766354452,0.0,-0.15839989789959616,0.0
0.8200000000000001,-9.048270524660197,0.0,-0.15726651669066463,0.0
0.8225,-8.980275757606156,0.0,-0.15609444113052331,0.0
0.8250000000000001,-8.91006524188368,0.0,-0.1548839404124587,0.0
0.8275,-8.837656300886936,0.0,-0.15363529301213424,0.0
0.8300000000000001,-8.763066800438633,0.0,-0.15234878666361062,0.0
0.8325,-8.686315144381915,0.0,-0.15102471833343115,0.0
0.835,-8.607420270039439,0.0,-0.14966339419267896,0.0
0.8375,-8.52640164354092,0.0,-0.14826512958691476,0.0
0.84,-8.443279255020155,0.0,-0.14683024900390027,0.0
0.8425,-8.358073613682702,0.0,-0.14535908603901418,0.0
0.845,-8.270805742745619,0.0,-0.1438519833582719,0.0
0.8475,-8.181497174250236,0.0,-0.14230929265885361,0.0
0.85,-8.090169943749476,0.0,-0.14073137462705373,0.0
0.8525,-7.996846584870907,0.0,-0.13911859889356154,0.0
0.855,-7.901550123756906,0.0,-0.13747134398598645,0.0
0.8575,-7.804304073383294,0.0,-0.13578999727854194,0.0
0.86,-7.705132427757896,0.0,-0.13407495493880608,0.0
0.8625,-7.604059656000308,0.0,-0.13232662187147534,0.0
0.865,-7.501110696304595,0.0,-0.13054541165903705,0.0
0.8675,-7.396310949786097,0.0,-0.1287317464992802,0.0
0.87,-7.289686274214116,0.0,-0.12688605713957585,0.0
0.8725,-7.1812629776318895,0.0,-0.12500878280785496,0.0
0.875,-7.071067811865477,0.0,-0.12310037114021898,0.0
0.8775000000000001,-6.959127965923138,0.0,-0.12116127810511966,0.0
0.88,-6.84547105928689,0.0,-0.11919196792405075,0.0
0.8825000000000001,-6.73012513509773,0.0,-0.11719291298869354,0.0
0.885,-6.613118653236523,0.0,-0.11516459377447151,0.0
0.8875000000000001,-6.494480483301834,0.0,-0.11310749875046007,0.0
0.89,-6.374239897486897,0.0,-0.11102212428561783,0.0
