region,parameter,x_mm,radius_mm
HEAD,0.11,0.0024145468155765777,0.05369746002814111
HEAD,0.112,0.0025319119311890187,0.05470667244030174
HEAD,0.114,0.0026527569134829837,0.05571766849491187
HEAD,0.116,0.0027771171170853162,0.056730469050951055
HEAD,0.118,0.0029050272584816316,0.05774509424493466
HEAD,0.12,0.003036521418660864,0.05876156349505536
HEAD,0.122,0.003171633045759801,0.05977989550532431
HEAD,0.124,0.003310394957707625,0.060800108269712626
HEAD,0.126,0.003452839344870454,0.061822219076292595
HEAD,0.128,0.0035989977726958804,0.06284624451137912
HEAD,0.13,0.0037489011843575113,0.06387220046367102
HEAD,0.132,0.003902579903399509,0.06490010212839234
HEAD,0.134,0.004060063636381128,0.06592996401143368
HEAD,0.136,0.004221381475521263,0.0669617999334937
HEAD,0.138,0.004386561901342977,0.06799562303422016
HEAD,0.14,0.004555632785318049,0.06903144577635152
HEAD,0.142,0.004728621392511513,0.07006927994985816
HEAD,0.144,0.004905554384226199,0.07110913667608373
HEAD,0.146,0.0050864578206472714,0.07215102641188656
HEAD,0.148,0.005271357163486763,0.07319495895378084
HEAD,0.15,0.005460277278628124,0.0742409434420781
HEAD,0.152,0.00565324243877076,0.07528898836502855
HEAD,0.154,0.005850276326074569,0.07633910156296231
HEAD,0.156,0.006051402034804481,0.0773912902324308
HEAD,0.158,0.006256642073975003,0.07844556093034818
HEAD,0.16,0.0064660183699947514,0.07950191957813246
HEAD,0.162,0.006679552269311001,0.08056037146584714
HEAD,0.164,0.006897264541054215,0.08162092125634228
HEAD,0.166,0.007119175379682593,0.08268357298939592
HEAD,0.168,0.007345304407626606,0.08374833008585554
HEAD,0.17,0.00757567067793354,0.08481519535177924
HEAD,0.172,0.007810292676912031,0.08588417098257711
HEAD,0.174,0.008049188326776613,0.08695525856715268
HEAD,0.176,0.008292374988292248,0.08802845909204406
HEAD,0.178,0.008539869463418873,0.08910377294556551
HEAD,0.18,0.008791687997955936,0.09018119992194866
HEAD,0.182,0.00904784628418694,0.09126073922548374
HEAD,0.184,0.00930835946352398,0.09234238947466107
HEAD,0.186,0.00957324212915228,0.09342614870631244
